clientid_cr,pubclientid_cr,clmbuserid_cr,imprid_cr,siteId_cr,countryDimId_cr,browserId_cr,adslotdimid_cr,itemcolumbiaid_cr,ispDimId_cr,osVerDimId_cr,conversion_fraud
2312,16153,4e4d057a-b9e4-4d0e-9722-81c2a3606683-6n6k,322d946a-3d39-4e22-a793-7db408d6f2ff-1sjac,2627,144.0,129408,322158,5620699,187725.0,359921.0,True
2312,16153,d53f57ae-9f27-4610-8c18-5e2e210947c9-6mvg,c71f862e-0e43-45a8-9ec6-5ab2ca9442b1-1sjzc,2627,144.0,129408,322158,5620699,136127.0,206071.0,True
2312,16153,8147d22e-f066-4914-94a8-88b7af98a7fd-10vj5,94074d62-6e06-4ec8-9e61-0d7a3a6433ed-62ys,2627,144.0,129408,322158,5620699,136127.0,206070.0,True
2312,22762,ad7cdabb-7de5-443e-9067-c37c1f1e1c82-10u54,70059ab2-d75c-43fc-9ab1-80a37933c307-1sjfw,1056,144.0,129408,232929,5620699,273302.0,360833.0,True
2312,16153,f12b734f-93e4-4091-b882-7a712aa7fb12-10ofk,49065d1d-331e-4b7d-a86b-05ff95c1bef9-10nns,2627,144.0,129408,322158,5620699,280429.0,360956.0,True
2312,83534,608fc83e-7f8b-4ad8-a900-c98e5b67eea7-10vas,ec9cdb51-f2a4-46e9-856c-aec4cae529a5-10vas,3210,144.0,129473,351156,5620699,136127.0,359532.0,True
2312,16153,91de6106-0bdd-4a10-910a-e426e48ffadb-10onw,65630b22-4e3c-4657-883f-01d5ef40a1ca-1sj4s,2627,144.0,129408,322158,5620699,280429.0,360956.0,True
2360,16505,a650ad5d-f25b-4ecf-8a3b-c650bac3cce6-10nw5,1f74fd17-7166-4aa0-91d1-0e0ca8f42383-10nns,495,144.0,129408,208447,5616664,280429.0,360956.0,True
2360,16153,dba2563e-9492-4d7f-b1b1-63ffc138b289-10vat,60f72475-5d64-4378-a3c4-0d165743bd1b-1sjd4,2627,144.0,129408,322157,5616664,136127.0,359919.0,True
2360,16505,e4c0072d-aa98-4007-a6cf-1bda29953418-10oqo,309bace5-b941-4613-a8aa-160e65ef9b74-10oqo,495,144.0,129408,208447,5616664,280429.0,206071.0,True
2360,16153,f5ba048a-6f72-4e2a-806c-bf783e6bbc41-10ni8,12d68a41-0f3f-4157-a92c-e391c4043aa7-10ocs,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,aebbd7d3-f586-4228-85b2-c67631518eed-1sjr0,7dab020a-ca28-49fa-9e76-2cf965f47856-1sjr0,2627,144.0,129408,322158,5616664,136127.0,359921.0,True
2360,16153,8f007828-8aca-4b76-a48d-de3634634575-6mvg,f86ba0d2-021e-4a8c-86b1-982d2b8ab9a7-1sjio,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16505,6630a240-bb78-41eb-8a01-3124883fe2e2-1sj7k,f8a3f0a2-987b-454a-860c-c1aabb6d2e5a-3qpg,495,144.0,129408,208447,5616664,136127.0,206071.0,True
2360,16153,884e75cf-8dc4-4a88-bb3f-e79a8941e8c4-10ocs,5f33899f-1f03-4a33-a9d3-b937680440e8-10oqo,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16153,267e0aea-bb96-478a-9a75-c1797de40e95-6m6g,a401cbed-94c8-4baf-bdd8-1c6bc63cdd5f-1sito,2627,144.0,129408,322158,5616664,136127.0,360833.0,True
2360,82691,8a5af55b-8d69-44e2-8832-6fc84c2f4e17-10o78,848292c5-1059-4379-8c9a-56d3fbd30883-6my8,3173,144.0,129408,349517,5616664,136127.0,360833.0,True
2360,16153,582404fc-407f-4770-9c19-b013f803a3c9-6n3s,59d24d57-921a-4222-9dfd-d691a95e6f8a-1siz8,2627,144.0,129408,322158,5616664,133765.0,360956.0,True
2360,16153,38b39e7b-8fac-4ad8-bb3e-4a94812473d8-10ni8,fd5678b4-6873-4336-88fd-681893796709-3qpg,2627,144.0,129408,322158,5616664,136127.0,360788.0,True
2360,16153,793285b6-050a-4be1-b453-238f161fd1ec-h0hg,d06d6f53-1a29-4b75-b030-ca785225c501-h0hg,2627,144.0,129408,322158,5616664,136127.0,206070.0,True
2360,16505,a16af148-d816-4a5e-be4e-146c7a418c53-10nqk,ca03f90c-87ac-4c4d-9a97-c6ecb3d57967-10ntc,495,144.0,129408,208447,5616664,136127.0,206070.0,True
2360,16153,c18c2465-92b8-4f42-bb2d-a818ab49169e-6mc0,e5e55fc9-12b3-4774-af0e-74f6e53a6994-10oqo,2627,144.0,129408,322158,5616664,136127.0,359921.0,True
2360,16153,f5f7379b-fac0-4cf0-a4e4-524efa0dcfb7-1sjzc,9637aca3-e15f-46cc-a7aa-0fced5566b01-1sjio,2627,144.0,129408,322158,5616664,136127.0,359921.0,True
2360,16153,52b162ff-ea87-47b5-9333-3c46a4a990d1-3pjs,3a3472a6-c80c-4462-bf9c-113b476c6846-1sjd4,2627,144.0,129408,322158,5616664,136127.0,360833.0,True
2360,16153,de49f88e-384b-4b24-8d7d-6b64094cae72-1sj4s,873aca61-4bbd-4b4d-84aa-9229e3fe743d-1sj4s,2627,144.0,129408,322158,5616664,187725.0,359921.0,True
2360,16153,4f802915-8a57-404f-b87e-53dd11ade643-10ni8,5b117449-5903-4298-951e-792e22d32b8b-3qjw,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,34b2aeef-014a-4f4b-bcd2-68ac1543ce88-1sjzc,28c14763-ca66-4e23-9830-7037e4065605-1slg5,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,cbd6455a-9fac-40c7-a73c-a0cf7e0da2e4-h0hg,59f3a784-036e-4c7d-ac9b-31a7b3e8077f-h0hg,2627,144.0,129408,322158,5616664,273302.0,206071.0,True
2360,16153,f2ab5930-b5d5-4867-869f-c473f2be3ebb-10nnt,6ee368da-c452-4fa1-af30-f602170cbc48-10nnt,2627,144.0,129408,322158,5616664,147570.0,206071.0,True
2360,16153,313c75fc-da6b-4de0-ae1a-20b8598ddee7-10vj5,b336f2a8-c02b-4c8d-b310-0ac911ddc1c9-1sjfw,2627,144.0,129408,322158,5616664,273302.0,359921.0,True
2360,16153,82b9291c-72f6-4399-8abc-e367840fcac4-10ofk,4006c465-18cb-4d7a-868b-c389bec3c0a4-62t8,2627,144.0,129408,322158,5616664,280429.0,360833.0,True
2360,16153,c3f051b4-a21b-4a70-ac50-b20d0308237c-1slg4,1037b1c1-af5c-4ebd-8c43-3de58a05014c-10nns,2627,144.0,129408,322158,5616664,280429.0,360833.0,True
2360,16153,7e483006-f8ac-499f-aff5-f96fbebc347b-10vgd,b9268c42-6463-4464-b777-758aa9ed355d-10nqk,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16153,73ac5369-f715-4c76-bf6e-1addb48b74e1-1sjr1,e3580ad1-68c5-45ca-b6d7-a7ea3f097986-10ol4,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,c11ae5e1-cd07-4f89-94a1-3b61c42b2d54-1sjac,c0b597f6-8010-4603-be6f-550886734fe1-1sjts,2627,144.0,129408,322158,5616664,280429.0,360788.0,True
2360,16153,79a2c5fb-1fb9-42f6-a5ea-12aea6f0d4d3-10vlw,f8a24fb2-cd9b-4d6e-9372-fb4591cf750f-10onw,2627,144.0,129408,322158,5616664,136127.0,359921.0,True
2360,16153,11b6c0ce-af2d-4211-aded-f68b33ddfd40,10e15db9-b1ca-4feb-ac07-fd2ecc3bf317-10ol4,2627,144.0,129408,322158,5616664,280429.0,360833.0,True
2360,13540,7fea89ab-9691-4c6d-9874-755117b0ea0d-10o78,ffc266f4-a585-4d0b-96f6-6f93b1d4a273-10o78,1219,144.0,129473,264409,5616664,280429.0,359529.0,True
2360,16153,1147f014-7895-47ba-879d-3aae288df6fe-10nw4,aa925515-7128-477c-bbb8-934615e0c45d-10nw4,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,c2b345b4-990d-45a2-87a6-d9a188dc646f,8928350e-86ad-47a9-97b0-c42d4edff9ac-10onw,2627,144.0,129408,322158,5616664,187725.0,360956.0,True
2360,16153,a4adbf3c-0fbe-48c2-9f02-dc1bb6a50520-6mes,eb886ab0-07e0-475e-8b8e-cf199bff4782-10oa0,2627,144.0,129408,322157,5616664,280429.0,360956.0,True
2360,16153,52b7bef3-8815-4bbb-8ac2-4afe888f5f87-10o78,ae48578b-24d0-4131-bd3b-0df535142052-10ofk,2627,144.0,129408,322157,5616664,280429.0,360956.0,True
2360,16153,5279e785-e98a-41dd-8f4a-ff2184ce05f6-6n10,21fa8d53-cb4a-4f9b-90bd-895caf75ccc5-h0k8,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,02b7c034-5757-4b42-a57c-539cc6f370a7-6n6k,550e6fac-f0ea-4a92-8977-7fd4ff1a031b-10ntc,1057,144.0,129408,319516,5616664,280429.0,360956.0,True
2360,16153,46253b4b-20ab-409c-a393-6cccddd6f565-10o78,36f429dc-519f-4172-ae5e-dc7e91af4fbb-1sjr0,2627,144.0,129408,322158,5616664,136127.0,360765.0,True
2360,16153,465c6fb9-6a71-4f29-8c53-25ab01a16148,d29e633e-4f8f-438a-9c48-f7ff2d2ca39a-3qpg,2627,144.0,129408,322157,5616664,136127.0,359921.0,True
2360,16505,a33aa004-40af-40f5-8eb0-69e1910e2267-1sjac,19aa3ba8-96f6-49e2-b258-46e917ae353d-631k,495,144.0,0,208447,5616664,280429.0,360788.0,True
2360,16153,fea01cc6-3062-4821-ba79-5c2eea20ded9-10wm0,e4003436-e9ba-4b4b-9b4d-be533350f0cf-10nw4,2627,144.0,129408,322157,5616664,273302.0,360956.0,True
2360,16153,2fe14075-319d-4533-804b-d81dcb876d0c-1sjfx,046f9746-9899-43ca-a32c-1d6dd66c6c6a-10nw4,2627,144.0,129408,322158,5616664,273302.0,359921.0,True
2360,16505,d3d74383-8f40-4911-93b2-1a5f04510e68-3qs8,aadffdac-98fe-4f19-9410-6ba7d5637618-10nqk,495,144.0,0,208447,5616664,273302.0,360833.0,True
2360,16153,8f007828-8aca-4b76-a48d-de3634634575-6mvg,f86ba0d2-021e-4a8c-86b1-982d2b8ab9a7-1sjio,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16505,1cdcd804-6d49-486c-8370-09b0c81ca768-1sjr0,2c25bb27-94b7-4616-b7b0-b176ac2e59c9-1sjd4,495,144.0,129639,208447,5616664,280429.0,0.0,True
2360,16153,1ce37f14-8e00-4fbe-b07d-98d111b8b75d-6n6k,91d66d81-9089-483e-8d0e-9be89fbc2062-3ps4,2627,144.0,129408,322158,5616664,280429.0,359919.0,True
2360,16505,80cd0163-44d2-4812-9580-118072c3f843-1siz8,17573abe-739c-44c3-967e-0c5d6707494d-1sj20,495,144.0,129408,208447,5616664,280429.0,206071.0,True
2360,16153,b50fbaa5-4761-4d72-80a3-823edd98aed6-10vgc,0ffb8096-a5e7-4625-b4bc-b87469b173ed-10nw4,2627,144.0,129408,322158,5616664,136127.0,206071.0,True
2360,16153,637713e6-b723-4ab9-bd4f-f9ed9e01bdd3-1slg4,507abd04-4f53-44ad-a3bf-079e41f5738a-1slg4,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,6c1bb4a0-250d-4917-a68c-04f4f79f66ba-10oid,4e5e26cf-caef-4bcf-9ef0-5d2315c317da-1sk24,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16505,48872b10-cb69-4457-a82e-c851316d8fe6-62kw,8d0b4553-b7a8-4e09-9361-c9bc97b8a487-1sjwk,495,144.0,129408,208447,5616664,136127.0,360956.0,True
2360,16153,e458e346-bd3e-4f71-a1c0-4736fefcb41b-1sjo8,9a09eb5b-9996-4c0e-9723-2d22e3c61b12-1sjo8,2627,144.0,129408,322157,5616664,136127.0,360765.0,True
2360,2310,fa03d7f2-ba55-4251-934d-2ad82102b00b-6mc0,4d507d29-f81d-4f56-a17a-c4fcb2e638a8-10ntc,767,144.0,129408,215442,5616664,280429.0,359921.0,True
2360,16153,944f00b3-c22e-43fe-9191-b2497ccdc0b7-10vas,b7cb741b-3cdc-45fe-afb4-0ab43ff06b18-1sjac,2627,144.0,129408,322158,5616664,280429.0,360833.0,True
2360,16153,1c5d1b3d-efbd-4af2-b288-89bdcd946297-6n10,d43e194e-a598-4434-a56d-1888dad845a4-1sjlg,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,a827cf0e-2a3a-45cd-98ab-c65deef0c600-6n10,69204041-37e0-4036-ae95-b6ce61b6e169-1sjo8,2627,144.0,129408,322158,5616664,0.0,360956.0,True
2360,16153,5b5bb312-044e-4226-ba45-d2d03e306ecc-3pjs,b7e9111d-ea46-4373-bb90-cf8dbcfe9507-10oic,2627,144.0,129408,322158,5616664,280429.0,360788.0,True
2360,15240,db60cce2-87e4-40ee-b9a1-ba32493402ef-1sjlg,7a415f79-9a3e-4858-9675-96774936889d-10nw4,179,144.0,129639,210792,5616664,136127.0,0.0,True
2360,16153,03871f65-2961-4e5e-9954-39f48a19c318,380f3e1f-c5df-4055-828a-ff809c42b597-1sj7k,2627,144.0,129408,322158,5616664,187725.0,360833.0,True
2360,16153,3446eaee-6eba-49c6-9465-f286aa5cffc8-3qjw,103d37d7-3f19-49d7-865f-e92fda704eff-62qg,2627,144.0,129408,322158,5616664,280429.0,206070.0,True
2360,16153,7ccf5110-46f4-44c3-ab7e-3572fb1dcf9d-10onw,9505c7a4-6f4d-4ea9-af28-864fec69f54d-h0k8,2627,144.0,129408,322158,5616664,280429.0,206070.0,True
2360,16505,df1fc608-7663-4ae7-9c0a-af1afb73593c-10ntc,18a2857b-ae65-44b7-975c-c9b99a061771-1sjwk,495,144.0,129408,208447,5616664,280429.0,206070.0,True
2360,16153,31749c6b-0a84-4f4f-9584-12820b3ec14d-1siwg,92ee394a-d3fb-4207-969a-fe0cd09d2b84-1sjlg,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,73ac5369-f715-4c76-bf6e-1addb48b74e1-1sjr1,e3580ad1-68c5-45ca-b6d7-a7ea3f097986-10ol4,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,97a980cc-ce03-4c33-8756-e78f5df1a032-1sj7k,67e0b419-b56e-4976-8c60-d8a9f5f205bf-1slg5,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,2310,110a40b3-7eba-468d-904d-f14abb925d93-1sjd4,bf2eb974-97b7-4ec5-801e-a9cbec447483-1sjd4,767,144.0,129473,215442,5616664,136127.0,0.0,True
2360,16153,70ebaa88-7b6b-45fc-811e-882574cf81ef-6n3s,abcaa380-de6e-4744-994a-27fcebaed14d-1sjio,2627,144.0,129408,322158,5616664,280429.0,360765.0,True
2360,16505,69db0ef2-9452-4aba-9f5b-f6744d9e9c9c-1sjts,1dcdcdb9-7ce8-43d2-a690-1bf4e7c02257-1sjts,495,144.0,129408,208447,5616664,280429.0,206071.0,True
2360,16505,fc39e110-5998-4f98-9b01-8daa992dd92b-1sjac,c1f593a6-f35f-4746-96be-140b48aa39f0-h0k8,495,144.0,129477,208447,5616664,280429.0,360833.0,True
2360,16505,5d627ec4-8e35-4e25-8375-01eb30716556-1sjts,40c19eb9-b6fb-4782-9de5-63024599ebb5-1sjfw,495,144.0,129408,208447,5616664,280429.0,360788.0,True
2360,16505,6d5644aa-5d25-4274-a910-5a00bf8abfb7-10oic,6e4f5178-22bc-4b2d-a809-96de87e65e2c-10ol4,495,144.0,129408,208447,5616664,280429.0,359921.0,True
2360,16505,6d5644aa-5d25-4274-a910-5a00bf8abfb7-10oic,6e4f5178-22bc-4b2d-a809-96de87e65e2c-10ol4,495,144.0,129408,208447,5616664,280429.0,359921.0,True
2360,16505,e825e045-e2d5-424e-b7ab-f0e095de59b3-10ni8,2a50ebda-210a-48ce-86ff-8ab7c4cf78ba-1sjo8,495,144.0,0,208447,5616664,280429.0,360833.0,True
2360,16153,77c0b68b-22cf-48a7-95cc-71e1a98b0ece-10oa0,a723730c-16c7-40b1-b6e3-f4372a3bcda6-1sj7k,2627,144.0,129408,322157,5616664,136127.0,360765.0,True
2360,16153,3a2eac9a-cc62-4ca7-896b-7fa0576e2074-1sjac,c036322a-5d6f-4c74-9176-266d5dd7ca4b-1sjac,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16153,f055322e-c2f4-4920-a996-926f828152c6-10o78,e1c6bfdc-f90f-45f2-afda-b5c081a9b195-10o78,2627,144.0,129408,322158,5616664,280429.0,206071.0,True
2360,16153,d78b8a0e-7b2c-4493-9924-39a0ebc49e61-10tzk,e40cb6e6-8482-404e-bbe2-5a4ccfea2e62-h0hg,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,33f228de-38c7-48ba-9fee-e0f313e6ec70-1sj20,563dda98-93e0-4941-bd01-ceb51ef59146-1sj20,2627,144.0,129408,322158,5616664,136127.0,360833.0,True
2360,16505,2fd9073a-0a84-4284-a0b1-c3e834890439-1sjlg,c9d7baf1-8264-40e1-9c8c-5f4a03131a56-h0hg,495,144.0,129408,208447,5616664,280429.0,360833.0,True
2360,77058,fec62f40-44d0-493b-893a-12515b06ee64-6mhk,91ad7bd3-cf5d-4409-8944-6b9fb88aa3ad-6n3s,2931,144.0,129467,335147,5616664,265619.0,199414.0,True
2360,77058,fec62f40-44d0-493b-893a-12515b06ee64-6mhk,91ad7bd3-cf5d-4409-8944-6b9fb88aa3ad-6n3s,2931,144.0,129467,335147,5616664,265619.0,199414.0,True
2360,16153,656da889-8db7-4971-be29-930211a1d4f9,d7752352-3de2-45cb-b271-d747690b59b7-1sito,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16153,cc6d6838-146b-4d29-b9ae-9261ed33d6a2-10uao,1774690a-6781-4cc6-bee1-68b08d46ca21-10nw4,2627,144.0,129408,322157,5616664,136127.0,360833.0,True
2360,16505,df1fc608-7663-4ae7-9c0a-af1afb73593c-10ntc,18a2857b-ae65-44b7-975c-c9b99a061771-1sjwk,495,144.0,129408,208447,5616664,280429.0,206070.0,True
2360,15240,38e5d129-f963-4a09-8492-64ebbdb973ce-10oic,ed1e3d14-153d-455d-af0e-39e221e253fa-1sj7k,179,144.0,129408,210792,5616664,280429.0,360788.0,True
2360,16153,28e8107d-e30c-4517-93c1-9b7b9d23bd4f-10ofk,edc28c04-9363-4d2d-9869-80031b496ce8-h0hg,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,73af94f7-d4f2-43e2-812d-c0777d375edd-h0k8,1abd81a7-f45e-47ce-b99e-8965f0711047-62qg,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,2ce19383-1843-48ad-b0aa-6ed328243814-10wj8,63d386be-cef9-4e97-81a8-ea63d5600064-10ni8,2627,144.0,129408,322158,5616664,280429.0,360833.0,True
2360,16153,7ccf5110-46f4-44c3-ab7e-3572fb1dcf9d-10onw,98bdd481-5aa8-4229-bffe-64a4a0b8a741-10ol4,2627,144.0,129408,322158,5616664,280429.0,206070.0,True
2360,16153,12923fdf-cde4-448a-8bfb-11e5b62321fc-1sk7p,a181845b-2148-475e-8ac2-67ba8d63c198-10ofk,2627,144.0,129408,322158,5616664,280429.0,206071.0,True
2360,16153,90319be9-3e17-4aaf-aa1d-614633ba06ee-1sjzc,70f3a8a2-f6a2-496f-a599-34fac2c61666-1sk24,2627,144.0,129408,322158,5616664,280429.0,206071.0,True
2360,16153,d630a2f3-c593-4f5a-884c-96b810983a24-6mc0,eb778573-b441-4006-9a61-0899afbb3ac5-3qpg,2627,144.0,129408,322158,5616664,187725.0,360833.0,True
2360,16505,fd17ad2e-eaff-4b70-af98-32e5fb05bbd3-10ofk,c3580be9-c6a5-4477-a3de-8ef7ec32d014-10ntc,495,144.0,129408,208447,5616664,136127.0,359921.0,True
2360,84090,ba2a8fbe-f1c3-4548-b456-610cae0c3b4d-10onx,edbf2f1e-f63a-4d9d-b97b-fe01d9a8fe2a-6my8,3255,144.0,0,353003,5616664,280429.0,360833.0,True
2360,75722,808dc364-9172-41e7-ae5b-0e580fec8cfc-1slg4,fc5696c5-993a-4dda-b9cb-3c275557399b-1siwg,2887,144.0,129408,332398,5616664,280429.0,360956.0,True
2360,16153,0b1a276f-8a33-4120-82e5-d47b0dd029b2-10ocs,742a2b18-1381-442f-a65c-aa209d958e75-1sj7k,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16153,14c0a4f0-eab7-492c-b7f8-fd8f9a6b5b98-10tws,a3e7bf99-c497-4b91-b984-15fc5cef8a6a-h0hg,2627,144.0,129408,322158,5616664,280429.0,359921.0,True
2360,16153,945edf83-d6a2-4a2d-ae58-94f0efaffe37-h0hg,2b0c490d-677a-40a3-befb-86512c4069e4-h0hg,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,6df60020-a879-4a2a-88d0-80e9ef900709-1sjfw,9b9b6f19-67ab-4624-90cb-8c97658453f5-1sjfw,2627,144.0,129408,322158,5616664,280429.0,206070.0,True
2360,16153,ff72c932-8b7b-4f95-bb82-792a2cf1e665-10nqk,d66d3283-069e-4fc9-ba02-8464bab631f3-10nqk,2627,144.0,129408,322158,5616664,136127.0,360849.0,True
2360,16153,4f2a92bc-0acb-4b41-903d-be27ea3d7f24-1sjwk,501c2e15-b2e3-4dd7-b74e-43c15f423cae-10ntc,2627,144.0,129408,322158,5616664,273302.0,206071.0,True
2360,16153,79c51bcf-a27d-48f1-8aa0-fbc83939e06a-1sj4s,16a1b1f6-b745-47b0-a966-71dbd329b83d-10onw,2627,144.0,129408,322158,5616664,136127.0,359921.0,True
2360,16153,2f68fa86-ca71-49f2-a133-f8fcba957177-10tu0,071bc68c-e947-4805-8432-a4887a2dfcc6-1sj4s,2627,144.0,129408,322158,5616664,280429.0,360833.0,True
2360,16153,a4508902-ee07-4d84-872b-18e2ae82662b-1sjlh,c714102a-8e8d-49b5-9e2c-a3503e4ea4c1-10nw4,2627,144.0,129408,322158,5616664,273302.0,359921.0,True
2360,16153,3446eaee-6eba-49c6-9465-f286aa5cffc8-3qjw,103d37d7-3f19-49d7-865f-e92fda704eff-62qg,2627,144.0,129408,322158,5616664,280429.0,206070.0,True
2360,16153,239cb176-609a-4b49-bd77-3763bef934c0-1sk24,27ec28c2-36c9-4768-85d0-f8a5ced02ca6-1sk24,2627,144.0,129408,322158,5616664,264951.0,360956.0,True
2360,16153,f225f597-180f-4115-9ecc-fc11f5f21f5e-10ntc,7ae42dfe-ed62-480a-a813-3dea07f2c1cf-h0hg,2627,144.0,129408,322158,5616664,280429.0,206071.0,True
2360,84090,37dbadb5-12a2-4ae6-a68a-7daafc414073-1sj4s,caea5d34-2f60-4b6a-994c-1ed7ea7cc2bb-6n3s,3255,144.0,0,353003,5616664,136127.0,360833.0,True
2360,15240,db60cce2-87e4-40ee-b9a1-ba32493402ef-1sjlg,7a415f79-9a3e-4858-9675-96774936889d-10nw4,179,144.0,129639,210792,5616664,136127.0,0.0,True
2360,16153,3f115fe8-af92-4710-9dcf-6a673ad08e46-10onw,a4d037c1-ed4f-4689-b902-3468c70c6e29-10o78,2627,144.0,129408,322158,5616664,136127.0,359921.0,True
2360,15240,def539d6-dc08-448c-8ed1-c4b9b794785f-6m3o,f24b2443-3cba-483a-a2f5-6bf94e2771bb-1sjfw,179,144.0,129477,210792,5616664,280429.0,359921.0,True
2360,84090,3434119c-4e3c-405c-8375-452c6f43937e,50c51381-3bd7-4bf3-9e7f-06bf08aa7644-6my8,3255,144.0,0,353003,5616664,280429.0,359921.0,True
2360,75722,808dc364-9172-41e7-ae5b-0e580fec8cfc-1slg4,fc5696c5-993a-4dda-b9cb-3c275557399b-1siwg,2887,144.0,129408,332398,5616664,280429.0,360956.0,True
2360,16153,b50fbaa5-4761-4d72-80a3-823edd98aed6-10vgc,0ffb8096-a5e7-4625-b4bc-b87469b173ed-10nw4,2627,144.0,129408,322158,5616664,136127.0,206071.0,True
2360,16153,75b487d8-dfaa-49f1-8bd0-365641ac7bf0-1sjac,8d41a246-c1d0-4b82-92bc-e3260fba33ae-1sjo8,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,300edd0a-3bc4-4025-bac6-1c98f3d0451c-1sjlg,a90b5a6a-c806-4ff7-a4ad-f19785090188-1sjlg,2627,144.0,129408,322158,5616664,136127.0,359921.0,True
2360,16153,f34fd768-7374-4b09-bc6d-40fd0584094c-h0hg,62243c7f-2d5e-419e-b0e4-dab14918523e-1sjwk,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,f631d1a1-d886-4bd2-8fb7-ff1e61c746dd-10nnt,fbefc7b4-0bba-4675-9a94-32c96bc576d3-h0k8,2627,144.0,129408,322158,5616664,133765.0,206071.0,True
2360,16153,f631d1a1-d886-4bd2-8fb7-ff1e61c746dd-10nnt,fbefc7b4-0bba-4675-9a94-32c96bc576d3-h0k8,2627,144.0,129408,322158,5616664,133765.0,206071.0,True
2360,16505,4a815dac-9469-4724-bb07-897102e90c37-1siwg,05bc153b-d565-40f8-9021-1f7b3e936c0f-1siwg,495,144.0,129408,208447,5616664,147561.0,360956.0,True
2360,16153,793285b6-050a-4be1-b453-238f161fd1ec-h0hg,d06d6f53-1a29-4b75-b030-ca785225c501-h0hg,2627,144.0,129408,322158,5616664,136127.0,206070.0,True
2360,16153,b26f9930-6bdd-4abd-977b-0af2d3eb01cd-1siwg,59de7a80-9665-4cdc-bafd-b5dd8e4aeb39-1siwg,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16153,fa19418a-1dc7-465d-b16d-59045d76f17b-10tu0,ef729a8d-de72-43df-9541-d437890dd586-631k,2627,144.0,129408,322158,5616664,280429.0,360956.0,True
2360,16505,3dd45f45-a235-400b-97b2-b26ea7d9af66-h0k8,a1e328db-c551-42e0-91af-d408c0e47ed1-10nw4,495,144.0,129408,208447,5616664,280429.0,360788.0,True
2360,16153,28aa2dff-e6d0-4e76-aa07-4232c0e4df46,a50bb06c-0831-4baa-95bc-34175c39c8a3-1sk7o,2627,144.0,129408,322158,5616664,187725.0,359921.0,True
2360,15240,e0665466-be4b-4396-a389-932b9c0cd639-62qg,db31f8af-3a12-4fdf-8745-b4158eb8b5f9-1sito,179,144.0,129477,210792,5616664,280429.0,206064.0,True
2360,16505,c1a39aea-b9ac-40d3-8bd1-8983797dfabf,1ace6f5b-44c1-46f4-8930-0281e7e9c042-10o78,495,144.0,129408,346464,5616664,184911.0,359919.0,True
2360,16153,0c412fda-1a42-4c8e-9549-4e7523c6b347-1sk7o,f41ad57f-9697-4607-a91f-b1472bdf5885-1sk24,2627,144.0,129408,322158,5616664,136127.0,360833.0,True
2360,16153,71768272-099d-4fbb-98bf-7c3b6425c084-10nnt,b0da2eb4-27dc-41a7-86dd-59327ab7365b-10nnt,1057,144.0,129408,319523,5616664,187725.0,360956.0,True
2360,16153,e1bcdda2-39f9-45d8-ad4c-bcdbbada11a7-1sjr0,83beaf6a-45d8-4ed7-b695-2b2e57ca0b26-1siz8,2627,144.0,129408,322158,5616664,136127.0,206071.0,True
2360,16153,6702e1b7-9d11-4183-8ef2-c8096a915fb9-10ol4,662a7deb-7ebd-438d-98d7-73cb093c6ffb-10ol4,2627,144.0,129408,322158,5616664,136127.0,206071.0,True
2360,16153,e94eec4d-31a5-4bfc-af57-0b3d3fdf4449-1sk24,9ea0ba59-9f4b-4b94-baeb-6f060cb481c4-1sito,2627,144.0,129408,322158,5616664,136127.0,360956.0,True
2360,16505,0fad105b-9d9a-4acf-8323-7641915f2f5f-631k,4c96de71-b587-4569-8508-c5fcb2050861-1slg4,495,144.0,129408,208445,5616664,280429.0,359919.0,True
